month,cool_days,hot_days,demand,imports,exports,rig_count,supply,storage,wti_price,heating_oil,usd_rate,gas_price
2019-01,9.0,862.0,3424302.0,290886.0,364787.0,199.0,2974830.0,6360109.0,51.38,1.819,0.875631,3.11
2019-02,18.0,722.0,3019120.0,233344.0,329954.0,195.0,2705249.0,5792097.0,54.95,1.931,0.880959,2.69
2019-03,18.0,634.0,2927812.0,252989.0,373539.0,193.0,3008808.0,5545463.0,58.15,1.965,0.885152,2.95
2019-04,42.0,289.0,2212386.0,206559.0,338213.0,189.0,2925844.0,5926851.0,63.86,2.036,0.890132,2.65
2019-05,129.0,159.0,2133985.0,207651.0,368568.0,184.0,3046445.0,6403000.0,60.83,2.006,0.893524,2.64
2019-06,226.0,34.0,2119341.0,201163.0,360226.0,179.0,2956304.0,6835476.0,54.66,1.82,0.884948,2.4
2019-07,372.0,5.0,2393904.0,230407.0,393400.0,172.0,3071698.0,7088570.0,57.35,1.888,0.891499,2.37
2019-08,335.0,10.0,2433924.0,220076.0,384983.0,166.0,3146384.0,7374445.0,54.81,1.795,0.897508,2.22
2019-09,242.0,41.0,2206252.0,208286.0,394511.0,152.0,3056535.0,7793013.0,56.95,1.919,0.907199,2.56
2019-10,75.0,255.0,2306544.0,210537.0,425775.0,139.0,3186150.0,8140781.0,53.96,1.92,0.903815,2.33
2019-11,16.0,591.0,2783754.0,223765.0,441944.0,130.0,3133926.0,7990012.0,57.03,1.915,0.904806,2.65
2019-12,14.0,718.0,3170717.0,256053.0,481757.0,128.0,3234746.0,7567872.0,59.88,1.966,0.900067,2.22
2020-01,15.0,741.0,3299777.0,262080.0,510444.0,118.0,3194177.0,6996576.0,57.52,1.829,0.901049,2.02
2020-02,12.0,654.0,3041481.0,238328.0,454245.0,110.0,2984616.0,6460075.0,50.54,1.589,0.916057,1.91
2020-03,42.0,485.0,2707481.0,213231.0,497437.0,106.0,3196236.0,6408672.0,29.21,1.156,0.904858,1.79
2020-04,42.0,360.0,2240544.0,190049.0,420767.0,93.0,3011842.0,6716451.0,16.55,0.852,0.920221,1.74
2020-05,105.0,157.0,2067048.0,186518.0,395472.0,79.0,2927037.0,7164234.0,28.56,0.843,0.914601,1.75
2020-06,246.0,26.0,2130675.0,187478.0,338486.0,76.0,2873001.0,7522519.0,38.31,1.073,0.888586,1.63
2020-07,397.0,5.0,2489307.0,210419.0,349167.0,72.0,3021331.0,7683812.0,40.71,1.187,0.873021,1.77
2020-08,356.0,7.0,2401321.0,211352.0,359159.0,70.0,3011580.0,7911918.0,42.34,1.18,0.845299,2.3
2020-09,180.0,58.0,2171842.0,174225.0,395424.0,73.0,2917569.0,8228769.0,39.63,1.069,0.848377,1.92
2020-10,82.0,248.0,2320028.0,199306.0,481621.0,73.0,2991827.0,8321354.0,39.4,1.099,0.849583,2.39
2020-11,32.0,423.0,2434877.0,211736.0,528210.0,74.0,2984528.0,8325457.0,40.94,1.16,0.844585,2.61
2020-12,7.0,752.0,3167833.0,266618.0,553176.0,80.0,3088701.0,7735441.0,47.02,1.366,0.821311,2.59
2021-01,10.0,805.0,3292607.0,284065.0,563515.0,86.0,3110352.0,7029355.0,52.0,1.477,0.822154,2.71
2021-02,12.0,794.0,3041749.0,271877.0,424004.0,91.0,2586408.0,6248043.0,59.04,1.67,0.826854,5.35
2021-03,28.0,508.0,2611569.0,238724.0,595411.0,92.0,3091762.0,6188972.0,62.33,1.704,0.840161,2.62
2021-04,36.0,308.0,2238211.0,208369.0,564418.0,94.0,3035804.0,6354533.0,61.72,1.704,0.83578,2.66
2021-05,101.0,151.0,2092546.0,204890.0,578132.0,100.0,3130208.0,6771221.0,65.17,1.834,0.82331,2.91
2021-06,274.0,12.0,2214174.0,207859.0,539252.0,97.0,3036055.0,7019031.0,71.38,1.911,0.830711,3.26
2021-07,346.0,5.0,2387220.0,227779.0,566125.0,102.0,3150909.0,7188673.0,72.49,1.947,0.845645,3.84
2021-08,357.0,6.0,2409714.0,220959.0,563650.0,100.0,3172847.0,7352090.0,67.73,1.878,0.849618,4.07
2021-09,200.0,40.0,2110086.0,220206.0,535660.0,101.0,3049920.0,7742706.0,71.65,2.053,0.849398,5.16
2021-10,84.0,181.0,2237570.0,228203.0,545121.0,99.0,3218849.0,8103188.0,81.48,2.382,0.862308,5.51
2021-11,18.0,509.0,2660558.0,242405.0,557080.0,102.0,3158416.0,7971448.0,79.15,2.253,0.87763,5.05
